0    root    -1    1    -1    root    
2    pics\qingshiyuhua1.j    0    -1    4    root/pics\qingshiyuhua1.j    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
2    pics\qingshiyuhua2.j    0    -1    10    root/pics\qingshiyuhua2.j    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
2    pics\shiguiliuxing1.    0    -1    22    root/pics\shiguiliuxing1.    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
2    pics\shiguiliuxing2.    0    -1    46    root/pics\shiguiliuxing2.    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
2    pics\zhangzhongxing1    0    -1    94    root/pics\zhangzhongxing1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
2    res\magic\hazzah\wow    0    -1    190    root/res\magic\hazzah\wow    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
-1    null    -1    -1    -1    -1    
